#pl_name,#pl_rade,#pl_radeerr1,#pl_radeerr2,#pl_radelim
1RXS J160929.1-210524 b,18.647,,,0
2MASS J01225093-2439505 b,11.209,,,0
2MASS J02192210-3925225 b,16.141,0.336,-0.336,0
55 Cnc e,1.897,0.044,-0.046,0
55 Cnc e,1.915,0.214,-0.214,0
55 Cnc e,1.920,0.080,-0.080,0
55 Cnc e,1.910,0.080,-0.080,0
55 Cnc e,2.173,0.097,-0.098,0
55 Cnc e,1.875,0.029,-0.029,0
55 Cnc e,2.080,0.160,-0.170,0
55 Cnc e,2.000,0.140,-0.140,0
AU Mic b,4.190,0.240,-0.220,0
AU Mic b,4.203,0.202,-0.202,0
AU Mic b,4.070,0.170,-0.170,0
AU Mic b,4.027,0.212,-0.212,0
AU Mic c,2.790,0.310,-0.300,0
AU Mic c,3.240,0.160,-0.160,0
BD+20 594 b,2.355,0.310,-0.167,0
BD+20 594 b,2.230,0.140,-0.110,0
BD+20 594 b,2.578,0.112,-0.112,0
BD+60 1417 b,14.684,0.673,-0.673,0
CFHTWIR-Oph 98 b,20.849,0.560,-0.560,0
COCONUTS-2 b,12.442,0.336,-0.336,0
CT Cha b,24.660,9.080,-6.730,0
CoRoT-1 b,16.700,0.900,-0.900,0
CoRoT-1 b,15.917,2.690,-2.690,0
CoRoT-1 b,17.385,0.729,-0.729,0
CoRoT-1 b,19.223,0.336,-0.336,0
CoRoT-1 b,16.589,0.673,-0.673,0
CoRoT-1 b,20.594,,,0
CoRoT-10 b,10.548,0.953,-0.953,0
CoRoT-10 b,10.873,0.785,-0.785,0
CoRoT-10 b,10.870,0.780,-0.780,0
CoRoT-11 b,15.984,0.650,-0.650,0
CoRoT-11 b,15.581,0.370,-0.370,0
CoRoT-11 b,16.029,0.336,-0.336,0
CoRoT-11 b,16.030,0.340,-0.340,0
CoRoT-12 b,16.140,1.460,-1.460,0
CoRoT-12 b,16.141,1.457,-1.457,0
CoRoT-12 b,17.760,1.228,-1.228,0
CoRoT-12 b,15.132,0.841,-0.841,0
CoRoT-12 b,15.065,0.829,-0.796,0
CoRoT-13 b,9.920,0.157,-0.157,0
CoRoT-13 b,12.533,1.700,-1.700,0
CoRoT-13 b,14.034,0.852,-0.852,0
CoRoT-13 b,9.920,0.157,-0.157,0
CoRoT-14 b,12.220,0.780,-0.780,0
CoRoT-14 b,11.411,0.886,-0.886,0
CoRoT-14 b,12.218,0.785,-0.785,0
CoRoT-16 b,13.110,1.790,-1.570,0
CoRoT-16 b,13.115,1.569,-1.793,0
CoRoT-17 b,11.433,0.785,-0.785,0
CoRoT-17 b,11.287,3.867,-1.031,0
CoRoT-17 b,11.430,0.780,-0.780,0
CoRoT-18 b,15.050,0.533,-0.533,0
CoRoT-18 b,14.684,2.018,-2.018,0
CoRoT-18 b,14.680,2.020,-2.020,0
CoRoT-18 b,12.846,0.437,-0.538,0
CoRoT-18 b,14.022,0.930,-0.930,0
CoRoT-19 b,13.493,0.715,-0.715,0
CoRoT-19 b,14.460,0.340,-0.340,0
CoRoT-19 b,13.339,2.914,-0.773,0
CoRoT-19 b,14.460,0.336,-0.336,0
CoRoT-2 b,16.432,0.471,-0.493,0
CoRoT-2 b,15.850,0.717,-0.717,0
CoRoT-2 b,16.923,1.717,-1.717,0
CoRoT-2 b,16.533,0.347,-0.347,0
CoRoT-2 b,16.365,0.347,-0.347,0
CoRoT-2 b,16.421,0.325,-0.325,0
CoRoT-2 b,16.477,0.359,-0.359,0
CoRoT-2 b,16.432,0.471,-0.493,0
CoRoT-20 b,9.416,0.448,-0.448,0
CoRoT-20 b,15.397,1.328,-1.328,0
CoRoT-20 b,11.209,2.018,-2.354,0
CoRoT-20 b,13.002,2.914,-2.914,0
CoRoT-20 b,9.420,0.450,-0.450,0
CoRoT-21 b,14.572,1.569,-1.569,0
CoRoT-21 b,14.572,1.569,-1.569,0
CoRoT-22 b,4.880,0.170,-0.390,0
CoRoT-23 b,11.770,1.460,-1.460,0
CoRoT-23 b,13.227,2.130,-1.233,0
CoRoT-23 b,11.769,1.457,-1.457,0
CoRoT-24 b,3.700,0.400,-0.400,0
CoRoT-24 c,5.000,0.500,-0.500,0
CoRoT-25 b,12.110,3.400,-1.120,0
CoRoT-25 b,12.106,3.363,-1.121,0
CoRoT-26 b,14.123,1.457,-0.785,0
CoRoT-26 b,14.120,1.460,-0.780,0
CoRoT-27 b,11.287,0.493,-0.493,0
CoRoT-27 b,11.287,0.493,-0.493,0
CoRoT-28 b,10.705,0.740,-0.740,0
CoRoT-28 b,10.705,0.740,-0.740,0
CoRoT-29 b,10.088,1.793,-1.793,0
CoRoT-29 b,10.088,1.793,-1.793,0
CoRoT-3 b,11.321,0.785,-0.785,0
CoRoT-3 b,11.624,0.773,-0.773,0
CoRoT-3 b,11.135,0.650,-0.650,0
CoRoT-3 b,11.320,0.780,-0.780,0
CoRoT-30 b,11.310,0.852,-0.852,0
CoRoT-31 b,16.365,3.363,-3.363,0
CoRoT-35 b,18.831,1.233,-1.233,0
CoRoT-36 b,15.805,1.569,-1.569,0
CoRoT-4 b,13.339,0.616,-0.616,0
CoRoT-4 b,13.002,1.300,-0.471,0
CoRoT-4 b,13.340,0.670,-0.560,0
CoRoT-4 b,13.437,0.485,-0.485,0
CoRoT-5 b,15.558,0.516,-0.527,0
CoRoT-5 b,13.249,1.143,-1.098,0
CoRoT-5 b,15.558,0.516,-0.527,0
CoRoT-5 b,14.079,0.516,-0.504,0
CoRoT-5 b,18.383,2.505,-2.505,0
CoRoT-6 b,13.068,0.392,-0.392,0
CoRoT-6 b,13.070,0.392,-0.392,0
CoRoT-6 b,13.283,0.471,-0.471,0
CoRoT-7 b,1.681,0.112,-0.112,0
CoRoT-7 b,1.580,0.100,-0.100,0
CoRoT-7 b,1.861,0.482,-0.482,0
CoRoT-7 b,1.585,0.064,-0.064,0
CoRoT-7 b,1.680,0.090,-0.090,0
CoRoT-7 b,1.528,0.065,-0.065,0
CoRoT-8 b,6.938,0.179,-0.191,0
CoRoT-8 b,6.390,0.220,-0.220,0
CoRoT-8 b,7.981,0.942,-0.942,0
CoRoT-8 b,6.389,0.224,-0.224,0
CoRoT-9 b,11.770,0.450,-0.450,0
CoRoT-9 b,11.949,0.841,-0.706,0
CoRoT-9 b,11.949,0.841,-0.706,0
CoRoT-9 b,11.624,0.919,-0.919,0
CoRoTID 223977153 b,6.389,0.673,-0.560,0
DH Tau b,30.264,8.967,-8.967,0
DS Tuc A b,5.700,0.170,-0.170,0
DS Tuc A b,5.630,0.220,-0.210,0
DS Tuc A b,6.496,0.497,-0.497,0
EPIC 201170410.02,1.047,0.276,-0.257,0
EPIC 201238110 b,1.870,0.200,-0.450,0
EPIC 201238110 b,2.200,0.540,-0.300,0
EPIC 201427007 b,1.500,0.200,-0.200,0
EPIC 201497682 b,0.692,0.059,-0.048,0
EPIC 201595106 b,1.406,0.208,-0.126,0
EPIC 201595106 b,1.300,0.100,-0.100,0
EPIC 201595106 b,1.200,0.110,-0.100,0
EPIC 201615463 c,1.220,0.210,-0.170,0
EPIC 201754305 d,1.030,0.085,-0.086,0
EPIC 201757695.02,0.908,0.059,-0.064,0
EPIC 201833600 c,1.480,0.140,-0.210,0
EPIC 201833600 c,1.000,0.120,-0.110,0
EPIC 201841433 b,1.410,0.150,-0.340,0
EPIC 201841433 b,1.040,0.037,-0.032,0
EPIC 201841433 b,1.100,0.140,-0.120,0
EPIC 205950854 c,1.310,0.144,-0.063,0
EPIC 205950854 c,1.620,0.160,-0.380,0
EPIC 205950854 c,1.180,0.130,-0.100,0
EPIC 206024342 b,1.700,0.590,-0.310,0
EPIC 206024342 b,1.440,0.200,-0.180,0
EPIC 206024342 c,1.350,,,0
EPIC 206024342 c,1.400,0.500,-0.500,0
EPIC 206024342 c,1.160,0.170,-0.200,0
EPIC 206024342 d,2.600,0.900,-0.900,0
EPIC 206024342 d,4.000,1.300,-1.300,0
EPIC 206024342 d,2.520,0.340,-0.380,0
EPIC 206024342 d,2.940,,,0
EPIC 206032309 b,1.010,0.240,-0.130,0
EPIC 206042996 b,1.700,0.200,-0.200,0
EPIC 206042996 b,3.320,0.620,-2.630,0
EPIC 206042996 b,1.620,0.170,-0.190,0
EPIC 206042996 c,1.450,,,0
EPIC 206042996 c,1.200,0.200,-0.100,0
EPIC 206215704 b,2.000,0.450,-0.540,0
EPIC 206215704 b,1.000,0.100,-0.090,0
EPIC 206215704 b,0.900,0.190,-0.200,0
EPIC 206317286 b,0.960,0.110,-0.150,0
EPIC 206317286 b,1.220,0.120,-0.190,0
EPIC 206317286 c,2.094,0.176,-0.160,0
EPIC 206317286 c,2.630,,,0
EPIC 206317286 c,2.150,0.200,-0.370,0
EPIC 211822797 b,2.180,0.220,-0.230,0
EPIC 211822797 b,1.980,0.110,-0.110,0
EPIC 211822797 b,2.200,0.200,-0.100,0
EPIC 211822797 b,1.920,0.120,-0.070,0
EPIC 211945201 b,5.760,0.300,-0.300,0
EPIC 211945201 b,5.960,0.260,-0.490,0
EPIC 211945201 b,6.000,0.900,-0.800,0
EPIC 211945201 b,5.507,0.256,-0.256,0
EPIC 211945201 b,6.800,,,0
EPIC 211945201 b,5.847,0.946,-0.776,0
EPIC 211945201 b,6.120,0.100,-0.100,0
EPIC 212297394 b,1.830,0.180,-0.440,0
EPIC 212297394 b,1.480,0.130,-0.110,0
EPIC 212297394 b,1.323,0.081,-0.095,0
EPIC 212297394 c,2.290,0.130,-0.190,0
EPIC 212297394 c,2.270,0.190,-0.140,0
EPIC 212424622 b,2.170,0.670,-0.420,0
EPIC 212424622 b,2.210,0.190,-0.430,0
EPIC 212499991 b,1.600,0.130,-0.160,0
EPIC 212587672 b,1.120,0.120,-0.090,0
EPIC 212587672 b,1.260,0.110,-0.090,0
EPIC 212587672 b,1.390,0.110,-0.210,0
EPIC 212587672 c,2.310,0.160,-0.350,0
EPIC 212587672 c,2.320,0.190,-0.120,0
EPIC 212587672 c,2.300,0.300,-0.200,0
EPIC 212587672 c,2.245,0.400,-0.210,0
EPIC 212624936 b,1.200,0.300,-0.300,0
EPIC 212624936 c,2.670,0.430,-0.390,0
EPIC 212624936 c,2.300,0.500,-0.500,0
EPIC 212737443 b,2.586,0.126,-0.126,0
EPIC 212737443 c,2.690,0.146,-0.146,0
EPIC 220492298 b,0.990,0.100,-0.100,0
EPIC 220554210 c,1.730,0.150,-0.300,0
EPIC 220554210 c,1.600,0.100,-0.100,0
EPIC 220554210 c,1.480,0.130,-0.100,0
EPIC 220674823 b,1.460,0.140,-0.140,0
EPIC 220674823 b,1.820,0.100,-0.100,0
EPIC 220674823 b,1.725,0.039,-0.039,0
EPIC 220674823 b,1.800,0.300,-0.100,0
EPIC 220674823 b,1.712,0.068,-0.068,0
EPIC 220674823 b,1.669,0.165,-0.090,0
EPIC 220674823 b,1.600,0.100,-0.100,0
EPIC 220674823 b,1.816,0.087,-0.188,0
EPIC 220674823 b,1.520,0.160,-0.160,0
EPIC 220674823 b,1.820,0.200,-0.140,0
EPIC 220674823 c,2.705,0.356,-0.161,0
EPIC 220674823 c,2.836,0.086,-0.073,0
EPIC 220674823 c,2.200,0.200,-0.200,0
EPIC 220674823 c,2.770,0.370,-0.230,0
EPIC 220674823 c,2.800,0.500,-0.200,0
EPIC 220674823 c,2.500,0.270,-0.260,0
EPIC 220674823 c,2.730,0.180,-0.180,0
EPIC 220674823 c,2.530,0.140,-0.140,0
EPIC 220674823 c,3.790,0.650,-0.550,0
EPIC 228836835 b,1.270,0.270,-0.280,0
EPIC 228836835 b,1.100,0.300,-0.200,0
EPIC 229004835 b,2.020,0.120,-0.080,0
EPIC 229004835 b,2.332,0.080,-0.094,0
EPIC 229004835 b,2.060,0.233,-0.151,0
EPIC 246851721 b,13.274,0.845,-0.845,0
EPIC 246851721 b,11.781,0.493,-0.493,0
EPIC 248847494 b,12.442,0.785,-0.785,0
EPIC 249893012 b,1.950,0.090,-0.080,0
EPIC 249893012 c,3.670,0.170,-0.140,0
EPIC 249893012 d,3.940,0.130,-0.120,0
G 9-40 b,2.061,0.062,-0.062,0
G 9-40 b,2.025,0.096,-0.097,0
GJ 1132 b,1.215,0.158,-0.158,0
GJ 1132 b,1.430,0.160,-0.160,0
GJ 1132 b,1.130,0.056,-0.056,0
GJ 1132 b,1.160,0.110,-0.110,0
GJ 1214 b,2.650,0.090,-0.090,0
GJ 1214 b,2.610,0.300,-0.110,0
GJ 1214 b,2.742,0.050,-0.053,0
GJ 1214 b,2.847,0.202,-0.202,0
GJ 1214 b,2.270,0.080,-0.080,0
GJ 1214 b,2.640,0.130,-0.130,0
GJ 1214 b,2.678,0.130,-0.130,0
GJ 1214 b,2.740,0.060,-0.050,0
GJ 1252 b,1.140,0.710,-0.710,0
GJ 1252 b,1.180,0.078,-0.078,0
GJ 1252 b,1.193,0.074,-0.074,0
GJ 143 b,2.882,0.263,-0.263,0
GJ 143 b,2.610,0.170,-0.160,0
GJ 3090 b,2.127,0.391,-0.391,0
GJ 3090 b,2.130,0.110,-0.110,0
GJ 3470 b,4.830,0.220,-0.210,0
GJ 3470 b,4.200,0.600,-0.600,0
GJ 3470 b,4.363,0.132,-0.132,0
GJ 3470 b,4.320,0.210,-0.100,0
GJ 3470 b,4.570,0.180,-0.180,0
GJ 3470 b,3.880,0.320,-0.320,0
GJ 3470 b,3.880,0.320,-0.320,0
GJ 3473 b,1.264,0.050,-0.049,0
GJ 3473 b,1.122,1.519,-1.519,0
GJ 357 b,1.217,0.084,-0.083,0
GJ 357 b,1.270,0.051,-0.051,0
GJ 367 b,2.661,0.921,-0.921,0
GJ 367 b,0.718,0.054,-0.054,0
GJ 3929 b,1.090,0.040,-0.040,0
GJ 3929 b,1.150,0.040,-0.039,0
GJ 3929 b,1.097,1.105,-1.105,0
GJ 414 A b,2.630,1.220,-0.850,0
GJ 414 A c,8.400,3.600,-2.500,0
GJ 436 b,4.100,0.160,-0.160,0
GJ 436 b,3.960,0.050,-0.050,0
GJ 436 b,4.040,0.100,-0.100,0
GJ 436 b,4.170,0.168,-0.168,0
GJ 436 b,3.812,0.119,-0.119,0
GJ 436 b,4.191,0.109,-0.109,0
GJ 436 b,4.222,0.092,-0.103,0
GJ 436 b,4.260,,,0
GJ 436 b,4.200,0.200,-0.200,0
GJ 436 b,4.091,0.202,-0.202,0
GJ 486 b,1.305,0.063,-0.067,0
GJ 486 b,1.324,0.330,-0.330,0
GJ 9827 b,1.571,0.033,-0.039,0
GJ 9827 b,1.620,0.110,-0.110,0
GJ 9827 b,1.750,0.110,-0.120,0
GJ 9827 b,1.577,0.027,-0.031,0
GJ 9827 b,1.577,0.027,-0.031,0
GJ 9827 b,1.622,1.392,-1.392,0
GJ 9827 b,1.580,0.140,-0.130,0
GJ 9827 c,1.240,0.110,-0.110,0
GJ 9827 c,1.360,0.090,-0.090,0
GJ 9827 c,1.269,0.087,-0.089,0
GJ 9827 c,1.241,0.024,-0.026,0
GJ 9827 c,1.241,0.024,-0.026,0
GJ 9827 d,2.022,0.046,-0.043,0
GJ 9827 d,2.022,0.046,-0.043,0
GJ 9827 d,2.040,0.180,-0.180,0
GJ 9827 d,2.070,0.140,-0.140,0
GJ 9827 d,2.100,0.150,-0.150,0
GPX-1 b,15.390,0.761,-0.761,0
GPX-1 b,16.477,1.121,-1.121,0
GQ Lup b,51.561,15.693,-15.693,0
GQ Lup b,33.600,5.600,-5.600,0
GSC 06214-00210 b,20.176,5.604,-5.604,0
GU Psc b,14.179,1.289,-1.289,0
Gaia-1 b,13.776,0.235,-0.235,0
Gaia-2 b,14.818,0.146,-0.146,0
Gaia-2 b,14.724,0.722,-0.722,0
HAT-P-1 b,14.796,,,0
HAT-P-1 b,13.922,0.594,-0.594,0
HAT-P-1 b,14.785,0.213,-0.213,0
HAT-P-1 b,13.731,0.661,-0.661,0
HAT-P-1 b,13.922,0.594,-0.594,0
HAT-P-1 b,14.534,0.656,-0.656,0
HAT-P-1 b,15.244,1.233,-1.009,0
HAT-P-1 b,14.785,0.213,-0.213,0
HAT-P-1 b,13.641,0.437,-0.437,0
HAT-P-11 b,4.840,0.190,-0.140,0
HAT-P-11 b,4.840,0.190,-0.140,0
HAT-P-11 b,4.450,0.101,-0.101,0
HAT-P-11 b,4.737,0.201,-0.188,0
HAT-P-11 b,4.710,0.070,-0.060,0
HAT-P-11 b,4.840,0.190,-0.140,0
HAT-P-11 b,4.680,0.180,-0.180,0
HAT-P-11 b,5.094,0.329,-0.329,0
HAT-P-11 b,4.730,0.157,-0.157,0
HAT-P-11 b,4.820,0.170,-0.180,0
HAT-P-11 b,4.360,0.060,-0.060,0
HAT-P-11 b,4.820,0.224,-0.224,0
HAT-P-12 b,10.301,0.258,-0.258,0
HAT-P-12 b,10.749,0.325,-0.235,0
HAT-P-12 b,10.749,0.325,-0.235,0
HAT-P-12 b,11.098,0.779,-0.779,0
HAT-P-12 b,10.637,0.684,-0.684,0
HAT-P-12 b,10.761,,,0
HAT-P-13 b,14.359,0.886,-0.886,0
HAT-P-13 b,16.778,0.824,-0.824,0
HAT-P-13 b,14.258,0.729,-0.729,0
HAT-P-13 b,16.668,0.460,-0.460,0
HAT-P-13 b,16.668,0.426,-0.426,0
HAT-P-13 b,14.359,0.886,-0.886,0
HAT-P-14 b,15.917,1.345,-1.345,0
HAT-P-14 b,13.664,0.661,-0.661,0
HAT-P-14 b,12.890,0.583,-0.583,0
HAT-P-14 b,14.369,1.291,-1.291,0
HAT-P-14 b,12.890,0.583,-0.583,0
HAT-P-14 b,12.801,0.370,-0.370,0
HAT-P-14 b,13.451,1.681,-1.681,0
HAT-P-15 b,12.016,0.482,-0.482,0
HAT-P-15 b,11.882,0.785,-0.785,0
HAT-P-15 b,12.016,0.482,-0.482,0
HAT-P-15 b,9.573,2.067,-2.067,0
HAT-P-16 b,14.460,,,0
HAT-P-16 b,14.448,0.740,-0.740,0
HAT-P-16 b,13.339,0.392,-0.392,0
HAT-P-16 b,14.448,0.740,-0.740,0
HAT-P-16 b,14.235,0.729,-0.729,0
HAT-P-17 b,11.769,0.448,-0.448,0
HAT-P-17 b,11.321,0.325,-0.325,0
HAT-P-17 b,11.389,0.533,-0.533,0
HAT-P-17 b,11.321,0.325,-0.325,0
HAT-P-18 b,11.153,0.583,-0.583,0
HAT-P-18 b,10.730,0.736,-0.736,0
HAT-P-18 b,10.615,0.493,-0.493,0
HAT-P-18 b,11.153,0.583,-0.583,0
HAT-P-19 b,11.544,0.729,-0.729,0
HAT-P-19 b,12.689,0.807,-0.807,0
HAT-P-19 b,12.689,0.807,-0.807,0
HAT-P-2 b,12.300,,,0
HAT-P-2 b,13.339,1.345,-1.345,0
HAT-P-2 b,11.007,0.426,-1.177,0
HAT-P-2 b,11.243,0.942,-0.740,0
HAT-P-2 b,12.663,0.499,-0.499,0
HAT-P-2 b,10.660,0.437,-0.594,0
HAT-P-2 b,13.451,0.897,-0.897,0
HAT-P-2 b,12.969,0.818,-0.706,0
HAT-P-2 b,12.969,0.818,-0.695,0
HAT-P-20 b,11.489,0.594,-0.594,0
HAT-P-20 b,9.718,0.370,-0.370,0
HAT-P-20 b,10.449,0.821,-0.821,0
HAT-P-20 b,9.750,,,0
HAT-P-20 b,9.718,0.370,-0.370,0
HAT-P-21 b,11.478,1.031,-1.031,0
HAT-P-21 b,11.478,1.031,-1.031,0
HAT-P-21 b,12.425,0.671,-0.671,0
HAT-P-21 b,12.442,1.793,-1.793,0
HAT-P-22 b,11.882,0.829,-0.829,0
HAT-P-22 b,12.106,0.650,-0.650,0
HAT-P-22 b,12.106,0.650,-0.650,0
HAT-P-22 b,12.890,2.130,-2.130,0
HAT-P-22 b,12.985,0.654,-0.654,0
HAT-P-22 b,12.106,0.650,-0.650,0
HAT-P-23 b,14.105,0.742,-0.742,0
HAT-P-23 b,15.334,1.009,-1.009,0
HAT-P-23 b,13.720,0.410,-0.410,0
HAT-P-23 b,12.218,2.578,-2.578,0
HAT-P-23 b,15.334,1.009,-1.009,0
HAT-P-23 b,15.356,,,0
HAT-P-24 b,14.751,,,0
HAT-P-24 b,13.922,0.751,-0.751,0
HAT-P-24 b,16.483,0.819,-0.819,0
HAT-P-24 b,13.922,0.751,-0.751,0
HAT-P-24 b,14.572,2.354,-2.354,0
HAT-P-25 b,13.339,0.908,-0.628,0
HAT-P-25 b,13.339,0.908,-0.628,0
HAT-P-25 b,13.005,0.720,-0.720,0
HAT-P-25 b,12.722,0.538,-0.538,0
HAT-P-26 b,7.096,0.497,-0.497,0
HAT-P-26 b,6.333,0.807,-0.359,0
HAT-P-26 b,7.062,0.448,-0.448,0
HAT-P-27 b,11.430,0.780,-0.670,0
HAT-P-27 b,10.915,0.605,-0.605,0
HAT-P-27 b,11.433,0.785,-0.673,0
HAT-P-27 b,11.635,0.863,-0.650,0
HAT-P-28 b,13.585,1.233,-0.919,0
HAT-P-28 b,12.357,0.667,-0.667,0
HAT-P-28 b,13.585,1.267,-0.919,0
HAT-P-29 b,13.115,1.457,-1.457,0
HAT-P-29 b,12.408,1.524,-0.919,0
HAT-P-29 b,11.647,0.757,-0.757,0
HAT-P-29 b,12.408,1.569,-0.919,0
HAT-P-29 b,11.926,0.841,-0.762,0
HAT-P-3 b,9.976,0.516,-0.516,0
HAT-P-3 b,10.043,0.564,-0.564,0
HAT-P-3 b,10.211,0.381,-0.381,0
HAT-P-3 b,10.077,0.482,-0.549,0
HAT-P-3 b,9.976,0.235,-0.325,0
HAT-P-3 b,10.615,0.347,-0.347,0
HAT-P-3 b,10.077,0.482,-0.549,0
HAT-P-3 b,10.536,0.785,-0.785,0
HAT-P-3 b,9.270,0.616,-0.616,0
HAT-P-30 b,15.682,0.818,-0.818,0
HAT-P-30 b,16.466,0.437,-0.415,0
HAT-P-30 b,15.020,0.729,-0.729,0
HAT-P-30 b,16.141,1.681,-1.681,0
HAT-P-30 b,15.020,0.729,-0.729,0
HAT-P-31 b,12.218,1.681,-1.681,0
HAT-P-31 b,11.994,2.690,-1.793,0
HAT-P-31 b,11.990,2.690,-1.790,0
HAT-P-31 b,13.631,0.600,-0.600,0
HAT-P-32 b,20.053,0.280,-0.280,0
HAT-P-32 b,19.616,1.569,-1.569,0
HAT-P-32 b,22.194,0.504,-0.504,0
HAT-P-32 b,20.053,0.280,-0.280,0
HAT-P-32 b,20.131,0.314,-0.303,0
HAT-P-32 b,20.053,0.280,-0.280,0
HAT-P-32 b,20.636,0.985,-0.985,0
HAT-P-33 b,20.737,5.492,-5.492,0
HAT-P-33 b,18.898,0.504,-0.504,0
HAT-P-33 b,18.898,0.504,-0.504,0
HAT-P-33 b,19.613,0.810,-0.810,0
HAT-P-34 b,13.417,1.457,-1.031,0
HAT-P-34 b,13.417,1.435,-1.031,0
HAT-P-34 b,14.550,0.671,-0.671,0
HAT-P-34 b,15.132,2.578,-2.578,0
HAT-P-35 b,13.284,0.673,-0.673,0
HAT-P-35 b,14.930,1.098,-1.098,0
HAT-P-35 b,14.930,1.098,-1.098,0
HAT-P-35 b,39.792,54.588,-54.588,0
HAT-P-36 b,14.617,0.280,-0.280,0
HAT-P-36 b,14.314,0.224,-0.224,0
HAT-P-36 b,15.471,0.751,-0.751,0
HAT-P-36 b,15.211,0.392,-0.381,0
HAT-P-36 b,14.168,0.796,-0.796,0
HAT-P-36 b,14.168,0.796,-0.796,0
HAT-P-36 b,12.890,1.121,-1.121,0
HAT-P-37 b,13.204,0.863,-0.863,0
HAT-P-37 b,13.798,0.538,-0.482,0
HAT-P-37 b,13.204,0.863,-0.863,0
HAT-P-37 b,12.015,0.662,-0.662,0
HAT-P-38 b,9.247,1.031,-0.706,0
HAT-P-38 b,9.247,1.031,-0.706,0
HAT-P-38 b,10.241,0.669,-0.669,0
HAT-P-39 b,17.609,1.211,-0.908,0
HAT-P-39 b,17.609,1.233,-0.908,0
HAT-P-39 b,19.535,0.977,-0.977,0
HAT-P-4 b,15.163,0.705,-0.705,0
HAT-P-4 b,14.986,0.886,-0.404,0
HAT-P-4 b,15.323,0.583,-0.493,0
HAT-P-4 b,14.235,0.560,-0.560,0
HAT-P-4 b,14.280,0.549,-0.673,0
HAT-P-4 b,14.930,0.583,-0.583,0
HAT-P-4 b,14.280,0.549,-0.673,0
HAT-P-40 b,18.031,0.896,-0.896,0
HAT-P-40 b,19.392,0.695,-0.695,0
HAT-P-40 b,19.392,0.695,-0.695,0
HAT-P-40 b,17.038,1.906,-1.906,0
HAT-P-41 b,18.887,0.852,-0.572,0
HAT-P-41 b,22.978,5.604,-5.604,0
HAT-P-41 b,18.887,0.852,-0.572,0
HAT-P-41 b,18.251,0.786,-0.786,0
HAT-P-41 b,18.887,0.852,-0.572,0
HAT-P-42 b,14.348,1.681,-1.681,0
HAT-P-42 b,14.348,1.715,-1.715,0
HAT-P-42 b,12.916,0.641,-0.641,0
HAT-P-43 b,14.359,0.695,-0.370,0
HAT-P-43 b,14.482,0.645,-0.645,0
HAT-P-43 b,13.630,0.640,-0.630,0
HAT-P-43 b,14.359,0.695,-0.370,0
HAT-P-44 b,15.368,1.053,-1.053,0
HAT-P-44 b,13.922,1.188,-0.572,0
HAT-P-45 b,15.984,2.018,-0.975,0
HAT-P-45 b,15.984,1.962,-0.975,0
HAT-P-46 b,14.392,3.038,-1.491,0
HAT-P-49 b,15.838,1.435,-0.863,0
HAT-P-49 b,17.822,2.018,-2.018,0
HAT-P-49 b,17.218,0.709,-0.709,0
HAT-P-49 b,15.838,1.457,-0.863,0
HAT-P-5 b,14.120,0.560,-0.560,0
HAT-P-5 b,14.056,0.572,-0.628,0
HAT-P-5 b,13.943,0.779,-0.779,0
HAT-P-5 b,13.563,1.121,-1.121,0
HAT-P-5 b,13.574,0.291,-0.202,0
HAT-P-5 b,14.056,0.572,-0.628,0
HAT-P-50 b,13.941,0.884,-0.884,0
HAT-P-50 b,14.437,0.717,-0.717,0
HAT-P-50 b,14.437,0.717,-0.717,0
HAT-P-51 b,13.698,0.822,-0.822,0
HAT-P-51 b,14.493,0.605,-0.605,0
HAT-P-51 b,14.493,0.605,-0.605,0
HAT-P-52 b,11.310,0.807,-0.807,0
HAT-P-52 b,10.711,,,0
HAT-P-52 b,11.310,0.807,-0.807,0
HAT-P-53 b,12.896,,,0
HAT-P-53 b,14.773,1.020,-1.020,0
HAT-P-53 b,14.773,1.020,-1.020,0
HAT-P-54 b,40.000,22.000,-22.000,0
HAT-P-54 b,13.275,1.137,-1.137,0
HAT-P-54 b,10.581,0.314,-0.314,0
HAT-P-54 b,10.800,,,0
HAT-P-54 b,10.581,0.314,-0.314,0
HAT-P-54 b,11.800,1.800,-1.000,0
HAT-P-55 b,13.249,0.616,-0.616,0
HAT-P-55 b,14.543,0.728,-0.728,0
HAT-P-55 b,13.249,0.616,-0.616,0
HAT-P-56 b,16.737,0.882,-0.882,0
HAT-P-56 b,16.926,1.233,-1.233,0
HAT-P-56 b,19.100,,,0
HAT-P-56 b,16.432,0.448,-0.448,0
HAT-P-56 b,16.720,1.980,-0.860,0
HAT-P-56 b,16.432,0.448,-0.448,0
HAT-P-56 b,17.000,4.500,-4.500,0
HAT-P-57 b,15.838,0.605,-0.605,0
HAT-P-57 b,19.504,4.035,-4.035,0
HAT-P-58 b,14.930,0.482,-0.482,0
HAT-P-58 b,14.954,0.905,-0.905,0
HAT-P-59 b,12.588,0.146,-0.146,0
HAT-P-59 b,12.282,0.646,-0.646,0
HAT-P-6 b,15.606,0.862,-0.862,0
HAT-P-6 b,15.637,0.908,-0.908,0
HAT-P-6 b,14.908,0.717,-0.650,0
HAT-P-6 b,14.908,0.684,-0.684,0
HAT-P-6 b,14.908,0.684,-0.684,0
HAT-P-6 b,16.589,1.681,-1.681,0
HAT-P-60 b,18.282,0.269,-0.269,0
