#pl_name,#pl_rade,#pl_radeerr1,#pl_radeerr2,#pl_radelim
Kepler-1349 b,0.510,0.340,-0.340,0
Kepler-1349 b,0.697,0.041,-0.036,0
Kepler-135 b,1.910,0.210,-0.160,0
Kepler-135 b,1.720,1.270,-0.220,0
Kepler-135 b,1.810,0.350,-0.350,0
Kepler-135 b,1.720,1.270,-0.220,0
Kepler-135 b,2.330,0.380,-0.290,0
Kepler-135 b,1.720,1.270,-0.220,0
Kepler-135 b,2.450,0.206,-0.406,0
Kepler-135 b,1.730,0.680,-0.680,0
Kepler-135 c,1.320,0.220,-0.160,0
Kepler-135 c,1.180,0.140,-0.100,0
Kepler-135 c,1.160,0.230,-0.230,0
Kepler-135 c,1.392,0.347,-0.166,0
Kepler-135 c,1.070,0.780,-0.140,0
Kepler-135 c,1.070,0.780,-0.140,0
Kepler-135 c,1.070,0.780,-0.140,0
Kepler-135 c,1.160,0.460,-0.460,0
Kepler-1350 b,2.900,1.900,-1.900,0
Kepler-1350 b,2.290,0.097,-0.090,0
Kepler-1350 b,2.520,0.160,-0.250,0
Kepler-1350 b,2.130,0.340,-0.240,0
Kepler-1350 b,2.130,0.340,-0.240,0
Kepler-1350 b,1.930,0.190,-0.230,0
Kepler-1350 b,2.130,0.340,-0.240,0
Kepler-1350 c,1.659,0.075,-0.075,0
Kepler-1350 c,2.100,1.400,-1.400,0
Kepler-1350 c,1.480,0.230,-0.170,0
Kepler-1350 c,1.400,0.140,-0.170,0
Kepler-1350 c,1.480,0.230,-0.170,0
Kepler-1350 c,1.480,0.230,-0.170,0
Kepler-1350 c,1.730,0.120,-0.180,0
Kepler-1351 b,0.590,0.270,-0.270,0
Kepler-1351 b,0.551,0.047,-0.044,0
Kepler-1351 b,0.600,0.050,-0.060,0
Kepler-1351 b,0.650,0.050,-0.040,0
Kepler-1351 b,0.600,0.050,-0.050,0
Kepler-1351 b,0.600,0.050,-0.060,0
Kepler-1351 b,0.600,0.050,-0.060,0
Kepler-1352 b,0.810,0.400,-0.110,0
Kepler-1352 b,0.840,0.430,-0.430,0
Kepler-1352 b,0.890,0.250,-0.110,0
Kepler-1352 b,0.810,0.400,-0.110,0
Kepler-1352 b,0.880,0.051,-0.052,0
Kepler-1352 b,0.780,0.170,-0.100,0
Kepler-1352 b,0.810,0.400,-0.110,0
Kepler-1353 b,2.030,3.930,-0.160,0
Kepler-1353 b,2.030,3.930,-0.160,0
Kepler-1353 b,2.100,0.140,-0.200,0
Kepler-1353 b,2.060,0.290,-0.290,0
Kepler-1353 b,1.860,0.485,-0.221,0
Kepler-1353 b,2.030,3.930,-0.160,0
Kepler-1353 b,1.800,0.370,-0.130,0
Kepler-1354 b,3.400,0.388,-0.453,0
Kepler-1354 b,2.700,1.400,-1.400,0
Kepler-1354 b,2.480,0.980,-0.280,0
Kepler-1354 b,2.970,1.220,-0.500,0
Kepler-1354 b,2.480,0.980,-0.280,0
Kepler-1354 b,2.480,0.980,-0.280,0
Kepler-1354 b,2.610,0.790,-0.340,0
Kepler-1355 b,1.390,0.460,-0.110,0
Kepler-1355 b,1.380,0.800,-0.800,0
Kepler-1355 b,1.308,0.118,-0.123,0
Kepler-1355 b,1.390,0.460,-0.110,0
Kepler-1355 b,1.390,0.460,-0.110,0
Kepler-1355 b,1.380,0.280,-0.120,0
Kepler-1355 b,1.460,0.120,-0.100,0
Kepler-1356 b,1.322,0.123,-0.114,0
Kepler-1356 b,1.530,0.110,-0.100,0
Kepler-1356 b,1.450,0.320,-0.110,0
Kepler-1356 b,1.350,0.200,-0.110,0
Kepler-1356 b,1.450,0.320,-0.110,0
Kepler-1356 b,1.450,0.320,-0.110,0
Kepler-1356 b,1.310,0.840,-0.840,0
Kepler-1357 b,1.260,0.590,-0.590,0
Kepler-1357 b,1.120,0.470,-0.080,0
Kepler-1357 b,1.220,0.091,-0.078,0
Kepler-1357 b,1.280,0.200,-0.110,0
Kepler-1357 b,1.120,0.470,-0.080,0
Kepler-1357 b,1.220,0.160,-0.040,0
Kepler-1357 b,1.120,0.470,-0.080,0
Kepler-1358 b,1.120,0.070,-0.100,0
Kepler-1358 b,1.400,1.100,-1.100,0
Kepler-1358 b,1.160,1.110,-0.130,0
Kepler-1358 b,1.160,1.110,-0.130,0
Kepler-1358 b,1.147,0.088,-0.139,0
Kepler-1358 b,1.160,1.110,-0.130,0
Kepler-1358 b,1.210,0.190,-0.160,0
Kepler-1359 b,3.240,6.380,-0.290,0
Kepler-1359 b,2.920,0.240,-0.300,0
Kepler-1359 b,3.240,6.380,-0.290,0
Kepler-1359 b,4.100,2.000,-2.000,0
Kepler-1359 b,3.240,6.380,-0.290,0
Kepler-1359 b,2.295,0.124,-0.177,0
Kepler-1359 b,2.830,0.450,-0.320,0
Kepler-136 b,1.970,0.380,-0.190,0
Kepler-136 b,2.060,0.360,-0.270,0
Kepler-136 b,2.302,0.105,-0.110,0
Kepler-136 b,2.050,0.380,-0.380,0
Kepler-136 b,2.110,0.260,-0.220,0
Kepler-136 b,1.910,0.190,-0.190,0
Kepler-136 b,1.970,0.380,-0.190,0
Kepler-136 b,1.800,0.350,-0.170,0
Kepler-136 b,1.970,0.380,-0.190,0
Kepler-136 c,1.800,0.360,-0.170,0
Kepler-136 c,2.168,0.111,-0.095,0
Kepler-136 c,1.970,0.230,-0.160,0
Kepler-136 c,1.840,0.180,-0.180,0
Kepler-136 c,1.940,0.340,-0.260,0
Kepler-136 c,1.800,0.360,-0.170,0
Kepler-136 c,1.990,0.370,-0.370,0
Kepler-136 c,1.800,0.360,-0.170,0
Kepler-1360 b,2.200,1.200,-0.260,0
Kepler-1360 b,2.200,1.200,-0.260,0
Kepler-1360 b,4.023,0.222,-0.230,0
Kepler-1360 b,2.600,1.100,-1.100,0
Kepler-1360 b,5.920,0.830,-1.540,0
Kepler-1360 b,3.400,1.170,-0.760,0
Kepler-1360 b,2.200,1.200,-0.260,0
Kepler-1361 b,0.860,0.120,-0.120,0
Kepler-1361 b,1.000,0.730,-0.120,0
Kepler-1361 b,1.000,0.730,-0.120,0
Kepler-1361 b,0.749,0.037,-0.059,0
Kepler-1361 b,0.820,0.940,-0.940,0
Kepler-1361 b,0.890,0.210,-0.130,0
Kepler-1361 b,1.000,0.730,-0.120,0
Kepler-1362 b,2.499,0.202,-0.261,0
Kepler-1362 b,2.350,0.220,-0.170,0
Kepler-1362 b,2.430,0.240,-0.210,0
Kepler-1362 b,2.310,0.960,-0.960,0
Kepler-1362 b,2.600,0.120,-0.190,0
Kepler-1362 b,2.430,0.240,-0.210,0
Kepler-1362 b,2.430,0.240,-0.210,0
Kepler-1363 b,1.134,0.110,-0.090,0
Kepler-1363 b,1.250,0.090,-0.080,0
Kepler-1363 b,1.180,0.560,-0.560,0
Kepler-1363 b,1.290,2.950,-0.130,0
Kepler-1363 b,1.290,2.950,-0.130,0
Kepler-1363 b,1.220,0.100,-0.120,0
Kepler-1363 b,1.290,2.950,-0.130,0
Kepler-1364 b,1.940,1.210,-0.380,0
Kepler-1364 b,2.880,0.580,-0.810,0
Kepler-1364 b,2.150,0.800,-0.390,0
Kepler-1364 b,1.700,0.960,-0.960,0
Kepler-1364 b,1.940,1.210,-0.380,0
Kepler-1364 b,1.940,1.210,-0.380,0
Kepler-1365 b,0.750,0.460,-0.460,0
Kepler-1365 b,0.790,0.340,-0.070,0
Kepler-1365 b,1.372,0.090,-0.078,0
Kepler-1365 b,0.790,0.340,-0.070,0
Kepler-1365 b,0.790,0.340,-0.070,0
Kepler-1365 b,0.920,0.140,-0.140,0
Kepler-1365 b,0.920,0.140,-0.100,0
Kepler-1365 c,0.800,0.120,-0.080,0
Kepler-1365 c,0.660,0.460,-0.460,0
Kepler-1365 c,0.810,0.120,-0.120,0
Kepler-1365 c,0.660,0.280,-0.060,0
Kepler-1365 c,1.201,0.080,-0.078,0
Kepler-1365 c,0.660,0.280,-0.060,0
Kepler-1365 c,0.660,0.280,-0.060,0
Kepler-1366 b,1.280,0.120,-0.140,0
Kepler-1366 b,1.280,0.120,-0.140,0
Kepler-1366 b,1.566,0.074,-0.086,0
Kepler-1366 b,1.430,0.100,-0.100,0
Kepler-1366 b,1.500,1.000,-1.000,0
Kepler-1366 b,1.270,0.070,-0.060,0
Kepler-1366 b,1.280,0.120,-0.140,0
Kepler-1367 b,0.850,0.080,-0.080,0
Kepler-1367 b,0.920,0.070,-0.080,0
Kepler-1367 b,0.820,0.320,-0.320,0
Kepler-1367 b,0.850,0.080,-0.080,0
Kepler-1367 b,0.850,0.080,-0.080,0
Kepler-1367 b,0.930,0.060,-0.020,0
Kepler-1367 b,0.899,0.077,-0.047,0
Kepler-1368 b,1.440,0.600,-0.130,0
Kepler-1368 b,1.406,0.182,-0.153,0
Kepler-1368 b,1.650,0.350,-0.170,0
Kepler-1368 b,1.360,0.440,-0.150,0
Kepler-1368 b,1.440,0.600,-0.130,0
Kepler-1368 b,1.330,0.650,-0.650,0
Kepler-1368 b,1.440,0.600,-0.130,0
Kepler-1369 b,2.690,0.420,-0.250,0
Kepler-1369 b,2.900,2.200,-2.200,0
Kepler-1369 b,2.990,1.460,-0.360,0
Kepler-1369 b,2.880,0.910,-0.390,0
Kepler-1369 b,2.564,0.244,-0.214,0
Kepler-1369 b,2.990,1.460,-0.360,0
Kepler-1369 b,2.990,1.460,-0.360,0
Kepler-137 b,1.690,0.060,-0.150,0
Kepler-137 b,1.610,0.130,-0.130,0
Kepler-137 b,1.660,0.220,-0.050,0
Kepler-137 b,1.660,0.220,-0.050,0
Kepler-137 b,1.500,0.100,-0.080,0
Kepler-137 b,1.660,0.220,-0.050,0
Kepler-137 b,1.470,0.110,-0.110,0
Kepler-137 b,1.614,0.171,-0.082,0
Kepler-137 c,1.880,0.140,-0.140,0
Kepler-137 c,2.150,0.280,-0.070,0
Kepler-137 c,2.210,0.170,-0.170,0
Kepler-137 c,2.258,0.094,-0.238,0
Kepler-137 c,2.150,0.280,-0.070,0
Kepler-137 c,2.150,0.280,-0.070,0
Kepler-137 c,2.100,0.140,-0.120,0
Kepler-137 c,2.130,0.070,-0.210,0
Kepler-1370 b,2.120,0.350,-0.340,0
Kepler-1370 b,1.840,0.660,-0.260,0
Kepler-1370 b,1.770,1.260,-0.290,0
Kepler-1370 b,1.770,1.260,-0.290,0
Kepler-1370 b,1.940,0.910,-0.910,0
Kepler-1370 b,2.466,0.111,-0.440,0
Kepler-1370 b,1.770,1.260,-0.290,0
Kepler-1370 c,1.110,0.610,-0.610,0
Kepler-1370 c,1.200,0.860,-0.200,0
Kepler-1370 c,1.270,0.560,-0.180,0
Kepler-1370 c,1.200,0.860,-0.200,0
Kepler-1370 c,1.330,0.210,-0.220,0
Kepler-1370 c,1.539,0.256,-0.236,0
Kepler-1370 c,1.200,0.860,-0.200,0
Kepler-1371 b,0.730,0.080,-0.050,0
Kepler-1371 b,0.930,0.610,-0.610,0
Kepler-1371 b,0.700,0.080,-0.070,0
Kepler-1371 b,0.640,0.200,-0.060,0
Kepler-1371 b,0.640,0.200,-0.060,0
Kepler-1371 b,0.640,0.200,-0.060,0
Kepler-1371 b,0.943,0.253,-0.079,0
Kepler-1371 c,0.530,0.160,-0.050,0
Kepler-1371 c,0.530,0.160,-0.050,0
Kepler-1371 c,0.640,0.070,-0.050,0
Kepler-1371 c,0.530,0.160,-0.050,0
Kepler-1371 c,0.650,0.070,-0.070,0
Kepler-1371 c,0.670,0.420,-0.420,0
Kepler-1371 c,0.866,0.170,-0.134,0
Kepler-1372 b,1.260,0.520,-0.110,0
Kepler-1372 b,1.260,0.520,-0.110,0
Kepler-1372 b,1.150,0.350,-0.120,0
Kepler-1372 b,1.260,0.520,-0.110,0
Kepler-1372 b,1.266,0.124,-0.116,0
Kepler-1372 b,1.270,0.440,-0.130,0
Kepler-1372 b,1.120,0.650,-0.650,0
Kepler-1373 b,0.870,0.440,-0.070,0
Kepler-1373 b,1.718,0.186,-0.146,0
Kepler-1373 b,0.870,0.440,-0.070,0
Kepler-1373 b,1.160,0.540,-0.190,0
Kepler-1373 b,0.860,0.480,-0.480,0
Kepler-1373 b,0.890,0.260,-0.110,0
Kepler-1373 b,0.870,0.440,-0.070,0
Kepler-1374 b,2.390,0.800,-0.200,0
Kepler-1374 b,2.290,0.200,-0.180,0
Kepler-1374 b,2.390,0.800,-0.200,0
Kepler-1374 b,1.700,1.200,-1.200,0
Kepler-1374 b,2.390,0.800,-0.200,0
Kepler-1374 b,2.030,0.212,-0.174,0
Kepler-1374 b,2.200,0.490,-0.190,0
Kepler-1375 b,2.119,0.136,-0.129,0
Kepler-1375 b,1.210,0.750,-0.180,0
Kepler-1375 b,1.210,0.750,-0.180,0
Kepler-1375 b,1.740,0.680,-0.340,0
Kepler-1375 b,1.220,0.690,-0.690,0
Kepler-1375 b,1.210,0.750,-0.180,0
Kepler-1375 b,1.430,0.260,-0.190,0
Kepler-1376 b,1.070,0.450,-0.100,0
Kepler-1376 b,1.080,0.330,-0.120,0
Kepler-1376 b,1.070,0.450,-0.100,0
Kepler-1376 b,1.075,0.097,-0.088,0
Kepler-1376 b,1.070,0.450,-0.100,0
Kepler-1376 b,1.060,0.820,-0.820,0
Kepler-1376 b,1.050,0.210,-0.090,0
Kepler-1377 b,1.250,0.090,-0.080,0
Kepler-1377 b,1.320,0.550,-0.130,0
Kepler-1377 b,1.400,1.100,-1.100,0
Kepler-1377 b,1.220,0.300,-0.130,0
Kepler-1377 b,1.320,0.550,-0.130,0
Kepler-1377 b,1.320,0.550,-0.130,0
Kepler-1378 b,2.140,0.140,-0.220,0
Kepler-1378 b,2.200,0.710,-0.140,0
Kepler-1378 b,1.914,0.668,-0.258,0
Kepler-1378 b,2.500,1.400,-1.400,0
Kepler-1378 b,2.140,0.140,-0.220,0
Kepler-1378 b,2.140,0.140,-0.220,0
Kepler-1378 b,2.100,0.130,-0.200,0
Kepler-1379 b,1.280,0.360,-0.100,0
Kepler-1379 b,1.240,0.210,-0.100,0
Kepler-1379 b,1.300,0.120,-0.090,0
Kepler-1379 b,1.280,0.360,-0.100,0
Kepler-1379 b,1.280,0.360,-0.100,0
Kepler-1379 b,1.340,0.680,-0.680,0
Kepler-1379 b,1.318,0.123,-0.137,0
Kepler-138 b,0.580,0.070,-0.070,0
Kepler-138 b,0.522,0.032,-0.032,0
Kepler-138 b,0.701,0.066,-0.066,0
Kepler-138 b,0.790,,,0
Kepler-138 b,0.580,0.070,-0.070,0
Kepler-138 b,0.629,0.030,-0.025,0
Kepler-138 b,0.590,0.040,-0.060,0
Kepler-138 b,0.610,0.050,-0.050,0
Kepler-138 b,0.640,0.020,-0.020,0
Kepler-138 b,0.580,0.070,-0.070,0
Kepler-138 b,0.710,0.100,-0.100,0
Kepler-138 b,0.460,0.030,-0.030,0
Kepler-138 b,0.712,0.105,-0.105,0
Kepler-138 b,0.640,0.040,-0.030,0
Kepler-138 c,1.400,0.060,-0.060,0
Kepler-138 c,1.580,0.180,-0.180,0
Kepler-138 c,1.751,0.101,-0.101,0
Kepler-138 c,1.750,0.100,-0.100,0
Kepler-138 c,1.610,0.160,-0.150,0
Kepler-138 c,1.519,0.136,-0.059,0
Kepler-138 c,1.170,0.070,-0.070,0
Kepler-138 c,1.197,0.070,-0.070,0
Kepler-138 c,1.330,0.160,-0.160,0
Kepler-138 c,1.330,0.160,-0.160,0
Kepler-138 c,1.420,0.090,-0.130,0
Kepler-138 c,1.330,0.160,-0.160,0
Kepler-138 c,1.940,,,0
Kepler-138 c,1.670,0.150,-0.150,0
Kepler-138 c,1.510,0.040,-0.040,0
Kepler-138 d,1.260,2.130,-2.130,0
Kepler-138 d,1.200,0.110,-0.100,0
Kepler-138 d,1.240,0.080,-0.120,0
Kepler-138 d,1.859,0.092,-0.092,0
Kepler-138 d,1.510,0.040,-0.040,0
Kepler-138 d,1.520,0.180,-0.180,0
Kepler-138 d,1.610,0.160,-0.150,0
Kepler-138 d,1.520,0.180,-0.180,0
Kepler-138 d,1.630,0.060,-0.260,0
Kepler-138 d,2.060,,,0
Kepler-138 d,1.323,0.041,-0.045,0
Kepler-138 d,1.212,0.075,-0.075,0
Kepler-138 d,1.680,0.150,-0.150,0
Kepler-138 d,1.520,0.180,-0.180,0
Kepler-1380 b,1.800,1.100,-1.100,0
Kepler-1380 b,1.340,0.560,-0.110,0
Kepler-1380 b,1.430,0.260,-0.110,0
Kepler-1380 b,2.732,0.343,-0.290,0
Kepler-1380 b,1.340,0.560,-0.110,0
Kepler-1380 b,1.270,0.360,-0.130,0
Kepler-1380 b,1.340,0.560,-0.110,0
Kepler-1381 b,2.047,0.196,-0.187,0
Kepler-1381 b,2.410,0.910,-0.220,0
Kepler-1381 b,2.440,0.760,-0.260,0
Kepler-1381 b,2.410,0.910,-0.220,0
Kepler-1381 b,2.410,0.910,-0.220,0
Kepler-1381 b,2.400,1.500,-1.500,0
Kepler-1381 b,2.250,0.290,-0.190,0
Kepler-1382 b,1.080,0.510,-0.090,0
Kepler-1382 b,2.230,0.420,-0.520,0
Kepler-1382 b,1.210,0.560,-0.560,0
Kepler-1382 b,2.215,0.257,-0.346,0
Kepler-1382 b,1.880,0.390,-0.340,0
Kepler-1382 b,1.080,0.510,-0.090,0
Kepler-1382 b,1.080,0.510,-0.090,0
Kepler-1383 b,1.160,0.400,-0.230,0
Kepler-1383 b,1.160,0.400,-0.230,0
Kepler-1383 b,1.410,0.630,-0.290,0
Kepler-1383 b,1.160,0.400,-0.230,0
Kepler-1383 b,1.330,0.240,-0.230,0
Kepler-1383 b,1.500,0.099,-0.101,0
Kepler-1383 b,1.360,0.650,-0.650,0
Kepler-1384 b,1.800,0.200,-0.210,0
Kepler-1384 b,2.210,2.540,-0.210,0
Kepler-1384 b,2.210,2.540,-0.210,0
Kepler-1384 b,2.210,2.540,-0.210,0
Kepler-1384 b,2.800,1.100,-1.100,0
Kepler-1384 b,1.940,0.430,-0.200,0
Kepler-1385 b,1.067,0.078,-0.064,0
Kepler-1385 b,0.560,0.320,-0.320,0
Kepler-1385 b,0.550,0.240,-0.040,0
Kepler-1385 b,0.550,0.240,-0.040,0
Kepler-1385 b,0.550,0.240,-0.040,0
Kepler-1385 b,0.850,0.200,-0.130,0
Kepler-1385 b,0.840,0.160,-0.140,0
Kepler-1386 b,1.090,0.470,-0.090,0
Kepler-1386 b,1.240,0.380,-0.130,0
Kepler-1386 b,1.313,0.315,-0.108,0
Kepler-1386 b,1.090,0.470,-0.090,0
Kepler-1386 b,1.090,0.470,-0.090,0
Kepler-1386 b,1.480,0.230,-0.260,0
Kepler-1386 b,1.120,0.620,-0.620,0
Kepler-1387 b,0.930,1.480,-0.090,0
Kepler-1387 b,0.930,1.480,-0.090,0
Kepler-1387 b,0.930,0.050,-0.090,0
Kepler-1387 b,0.930,1.480,-0.090,0
Kepler-1387 b,0.870,0.090,-0.090,0
Kepler-1387 b,0.900,0.910,-0.910,0
Kepler-1387 b,0.780,0.075,-0.067,0
Kepler-1388 b,1.903,0.118,-0.121,0
Kepler-1388 b,2.230,0.300,-0.210,0
Kepler-1388 b,2.230,0.300,-0.210,0
Kepler-1388 b,2.210,0.140,-0.100,0
Kepler-1388 b,2.590,0.130,-0.140,0
Kepler-1388 b,2.230,0.300,-0.210,0
Kepler-1388 b,2.600,1.800,-1.800,0
Kepler-1388 c,1.960,0.260,-0.190,0
Kepler-1388 c,2.260,0.140,-0.110,0
Kepler-1388 c,1.895,0.348,-0.266,0
Kepler-1388 c,1.960,0.260,-0.190,0
Kepler-1388 c,2.200,0.140,-0.100,0
Kepler-1388 c,2.300,1.600,-1.600,0
Kepler-1388 c,1.960,0.260,-0.190,0
Kepler-1388 d,2.430,0.320,-0.230,0
Kepler-1388 d,2.048,0.138,-0.117,0
Kepler-1388 d,2.860,0.120,-0.190,0
Kepler-1388 d,2.430,0.320,-0.230,0
Kepler-1388 d,2.380,0.150,-0.110,0
Kepler-1388 e,1.937,0.126,-0.131,0
Kepler-1388 e,2.090,0.280,-0.200,0
Kepler-1388 e,2.250,0.140,-0.100,0
Kepler-1388 e,2.460,0.140,-0.150,0
Kepler-1388 e,2.090,0.280,-0.200,0
Kepler-1389 b,1.640,0.930,-0.930,0
Kepler-1389 b,2.170,0.150,-0.080,0
Kepler-1389 b,1.770,0.050,-0.140,0
Kepler-1389 b,1.770,0.360,-0.160,0
Kepler-1389 b,1.770,0.360,-0.160,0
Kepler-1389 b,2.181,0.098,-0.583,0
Kepler-1389 b,1.770,0.360,-0.160,0
Kepler-139 b,2.730,0.520,-0.360,0
Kepler-139 b,2.940,0.570,-0.570,0
Kepler-139 b,2.416,0.113,-0.100,0
Kepler-139 b,2.570,0.360,-0.260,0
Kepler-139 b,2.730,0.520,-0.360,0
Kepler-139 b,2.630,0.350,-0.350,0
Kepler-139 b,2.730,0.520,-0.360,0
Kepler-139 b,2.620,0.400,-0.310,0
Kepler-139 c,2.425,0.126,-0.104,0
Kepler-139 c,2.800,0.370,-0.370,0
Kepler-139 c,2.810,0.540,-0.370,0
Kepler-139 c,2.810,0.540,-0.370,0
Kepler-139 c,3.380,0.690,-0.690,0
Kepler-139 c,2.810,0.540,-0.370,0
Kepler-139 c,2.630,0.410,-0.320,0
Kepler-139 c,2.560,0.370,-0.260,0
Kepler-1390 b,0.920,0.340,-0.070,0
Kepler-1390 b,1.260,0.160,-0.120,0
Kepler-1390 b,1.180,0.250,-0.130,0
Kepler-1390 b,0.920,0.340,-0.070,0
Kepler-1390 b,1.225,0.421,-0.127,0
Kepler-1390 b,1.100,0.610,-0.610,0
Kepler-1390 b,0.920,0.340,-0.070,0
Kepler-1391 b,1.480,0.710,-0.710,0
Kepler-1391 b,1.680,0.260,-0.180,0
Kepler-1391 b,2.200,0.131,-0.127,0
Kepler-1391 b,1.360,0.510,-0.110,0
Kepler-1391 b,1.360,0.510,-0.110,0
Kepler-1391 b,1.560,0.240,-0.240,0
Kepler-1391 b,1.360,0.510,-0.110,0
Kepler-1392 b,2.040,0.850,-0.170,0
Kepler-1392 b,2.040,0.850,-0.170,0
Kepler-1392 b,1.930,0.600,-0.190,0
Kepler-1392 b,1.960,0.220,-0.160,0
Kepler-1392 b,2.200,1.200,-1.200,0
Kepler-1392 b,2.040,0.850,-0.170,0
Kepler-1393 b,0.700,0.250,-0.050,0
Kepler-1393 b,0.800,0.040,-0.080,0
Kepler-1393 b,0.700,0.250,-0.050,0
Kepler-1393 b,0.730,0.420,-0.420,0
Kepler-1393 b,0.700,0.250,-0.050,0
Kepler-1393 b,0.670,0.070,-0.050,0
Kepler-1394 b,0.770,0.510,-0.510,0
Kepler-1394 b,0.750,0.480,-0.150,0
Kepler-1394 b,0.750,0.480,-0.150,0
Kepler-1394 b,1.360,0.160,-0.370,0
Kepler-1394 b,0.750,0.480,-0.150,0
Kepler-1394 b,1.003,0.057,-0.066,0
Kepler-1394 b,1.390,0.200,-0.220,0
Kepler-1395 b,1.230,0.630,-0.630,0
Kepler-1395 b,1.180,0.460,-0.420,0
Kepler-1395 b,0.700,0.110,-0.080,0
Kepler-1395 b,1.180,0.460,-0.420,0
Kepler-1395 b,1.180,0.460,-0.420,0
Kepler-1395 b,0.697,0.048,-0.054,0
Kepler-1395 b,0.800,0.090,-0.060,0
Kepler-1396 b,1.780,0.300,-0.230,0
Kepler-1396 b,1.490,0.830,-0.830,0
Kepler-1396 b,1.650,0.810,-0.150,0
Kepler-1396 b,1.650,0.810,-0.150,0
Kepler-1396 b,1.590,0.105,-0.088,0
Kepler-1396 b,2.070,0.790,-0.370,0
Kepler-1396 b,1.650,0.810,-0.150,0
Kepler-1397 b,1.720,0.190,-0.140,0
Kepler-1397 b,1.610,0.280,-0.180,0
Kepler-1397 b,1.370,0.540,-0.160,0
Kepler-1397 b,2.528,0.176,-0.144,0
Kepler-1397 b,1.580,0.910,-0.910,0
Kepler-1397 b,1.370,0.540,-0.160,0
Kepler-1397 b,1.370,0.540,-0.160,0
Kepler-1398 b,0.770,0.330,-0.070,0
Kepler-1398 b,0.960,0.060,-0.059,0
Kepler-1398 b,0.900,0.280,-0.120,0
Kepler-1398 b,0.770,0.330,-0.070,0
Kepler-1398 b,1.020,0.180,-0.200,0
Kepler-1398 b,0.770,0.330,-0.070,0
Kepler-1398 b,0.790,0.430,-0.430,0
Kepler-1398 c,0.840,0.360,-0.080,0
Kepler-1398 c,1.030,0.370,-0.150,0
Kepler-1398 c,0.840,0.360,-0.080,0
Kepler-1398 c,0.840,0.360,-0.080,0
Kepler-1398 c,1.058,0.051,-0.081,0
Kepler-1398 c,0.850,0.480,-0.480,0
Kepler-1398 c,1.130,0.190,-0.230,0
Kepler-1399 b,1.331,0.136,-0.129,0
Kepler-1399 b,1.310,0.540,-0.130,0
Kepler-1399 b,1.250,0.220,-0.110,0
Kepler-1399 b,1.310,0.540,-0.130,0
Kepler-1399 b,1.310,0.540,-0.130,0
Kepler-1399 b,1.390,0.650,-0.650,0
Kepler-1399 b,1.290,0.410,-0.140,0
Kepler-14 b,12.733,0.818,-0.605,0
Kepler-14 b,9.860,0.720,-0.360,0
Kepler-14 b,12.710,0.380,-0.390,0
Kepler-14 b,12.621,0.560,-0.560,0
Kepler-14 b,9.755,0.591,-0.591,0
Kepler-14 b,12.210,0.410,-0.410,0
Kepler-14 b,10.000,1.400,-1.400,0
Kepler-14 b,12.210,0.410,-0.410,0
Kepler-14 b,12.210,0.410,-0.410,0
Kepler-140 b,1.530,0.090,-0.090,0
Kepler-140 b,1.500,0.080,-0.060,0
Kepler-140 b,1.350,0.180,-0.070,0
Kepler-140 b,1.506,0.070,-0.070,0
Kepler-140 b,1.610,0.310,-0.310,0
Kepler-140 b,1.350,0.180,-0.070,0
Kepler-140 b,1.380,0.220,-0.120,0
Kepler-140 b,1.350,0.180,-0.070,0
Kepler-140 c,1.800,0.350,-0.350,0
Kepler-140 c,1.540,0.200,-0.080,0
Kepler-140 c,1.708,0.100,-0.081,0
Kepler-140 c,1.680,0.110,-0.110,0
Kepler-140 c,1.540,0.200,-0.080,0
Kepler-140 c,1.540,0.200,-0.080,0
Kepler-140 c,1.630,0.110,-0.070,0
Kepler-140 c,1.570,0.250,-0.140,0
Kepler-1400 b,1.630,0.560,-0.180,0
Kepler-1400 b,1.900,0.210,-0.230,0
Kepler-1400 b,1.620,0.110,-0.110,0
Kepler-1400 b,1.571,0.142,-0.405,0
Kepler-1400 b,1.630,0.560,-0.180,0
Kepler-1400 b,1.630,0.560,-0.180,0
Kepler-1400 b,2.300,1.000,-1.000,0
Kepler-1401 b,1.700,0.470,-0.160,0
Kepler-1401 b,1.370,0.470,-0.110,0
Kepler-1401 b,1.230,0.670,-0.670,0
Kepler-1401 b,1.370,0.470,-0.110,0
Kepler-1401 b,1.370,0.470,-0.110,0
Kepler-1401 b,1.680,0.370,-0.180,0
Kepler-1402 b,1.626,0.118,-0.108,0
Kepler-1402 b,0.760,0.080,-0.070,0
Kepler-1402 b,0.680,0.330,-0.330,0
Kepler-1402 b,0.730,0.250,-0.050,0
Kepler-1402 b,0.730,0.250,-0.050,0
Kepler-1402 b,1.600,0.290,-0.280,0
Kepler-1402 b,0.730,0.250,-0.050,0
Kepler-1403 b,2.100,1.000,-1.000,0
Kepler-1403 b,2.240,1.400,-0.320,0
Kepler-1403 b,2.256,0.273,-0.228,0
Kepler-1403 b,2.240,1.400,-0.320,0
Kepler-1403 b,2.030,0.660,-0.260,0
Kepler-1403 b,2.240,1.400,-0.320,0
Kepler-1403 b,2.140,0.540,-0.260,0
Kepler-1404 b,2.010,0.140,-0.210,0
Kepler-1404 b,1.770,0.300,-0.140,0
Kepler-1404 b,1.890,0.510,-0.150,0
Kepler-1404 b,2.017,0.182,-0.268,0
Kepler-1404 b,24.000,14.000,-14.000,0
