HIP 35173 b,3.61,0.77
HIP 35965 b,12.6,0.7
HIP 38594 b,2.77,0.63
HIP 38594 c,7.94,0.63
HIP 4845 b,3.89,0.6
HIP 48714 b,5.11,0.6
HIP 5158 b,13.6,0.75
HIP 5158 c,12.2,0.75
HIP 54373 b,2.87,0.56
HIP 54373 c,3.57,0.56
HIP 54597 b,13.4,0.66
HIP 55507 b,12.6,0.72
HIP 56640 b,12.7,4.93
HIP 57274 b,2.4,0.78
HIP 57274 c,14.2,0.68
HIP 57274 d,14.2,0.68
HIP 5763 b,14.2,0.75
HIP 63242 b,12.5,10.28
HIP 65407 b,14.3,0.95
HIP 65407 c,13.9,0.95
HIP 65891 b,12.8,8.93
HIP 67537 b,12.3,8.69
HIP 67851 b,13.5,5.87
HIP 67851 c,12.7,5.87
HIP 70849 b,12.5,0.63
HIP 71135 b,4.55,0.68
HIP 74890 b,13.3,5.77
HIP 75092 b,13.5,4.53
HIP 79431 b,13.4,0.48
HIP 8541 b,12.6,7.83
HIP 90988 b,13.4,3.94
HIP 91258 b,13.7,0.89
HIP 948 b,12.1,0.69
HIP 97166 c,3.12,0.84
HIP 97233 b,12.1,5.34
HR 5183 b,13.1,1.53
HR 810 b,13.3,1.13
IC 4651 9122 b,12.7,10.27
K2-111 c,3.33,1.25
K2-18 c,2.65,0.41
K2-312 c,12.8,1.22
KELT-6 c,13,1.53
KIC 3526061 b,12.1,5.86
Kapteyn c,2.54,0.29
Kepler-10 d,3.61,1.06
Kepler-129 d,12.6,1.65
Kepler-1656 c,14,1.1
Kepler-19 d,5.06,0.86
Kepler-20 g,4.71,0.96
Kepler-25 d,10,1.32
Kepler-407 c,12.3,1.01
Kepler-424 c,12.7,0.94
Kepler-432 c,13.3,4.06
Kepler-454 c,12.9,1.07
Kepler-454 d,13.3,1.07
Kepler-48 e,13.4,0.89
Kepler-56 d,12.8,4.22
Kepler-65 e,13.9,1.44
Kepler-68 d,13.9,1.26
Kepler-68 e,11.2,1.26
Kepler-88 d,13.1,0.9
Kepler-94 c,12.5,0.76
L 363-38 b,2,0.27
L 98-59 e,1.56,0.31
LSPM J2116+0234 b,3.71,0.43
NGC 2682 Sand 364 b,12.7,39.59
NGC 2682 Sand 978 b,13.3,21.02
NGC 2682 YBP 1194 b,12.3,0.99
NGC 2682 YBP 1514 b,14,0.89
NGC 2682 YBP 401 b,14.3,1.22
Pr0201 b,14.2,1.15
Pr0211 b,13.4,0.83
Pr0211 c,12.6,0.83
Proxima Cen b,1.03,0.14
Ross 128 b,1.11,0.2
Ross 508 b,1.83,0.21
TAP 26 b,13.5,1.17
TOI-1062 c,3.1,0.84
TOI-1272 c,5.59,0.79
TOI-1288 c,11,1.01
TOI-1338 c,9.46,1.34
TOI-1444 c,3.46,0.91
TOI-1669 b,14.1,1.07
TOI-1694 c,13.8,0.82
TOI-4010 e,13.3,0.83
TOI-431 c,1.49,0.73
TOI-500 c,2.09,0.68
TOI-500 d,6.35,0.68
TOI-500 e,3.99,0.68
TOI-969 c,12.4,0.67
TYC 0434-04538-1 b,12.7,9.99
TYC 1422-614-1 b,13.3,6.85
TYC 1422-614-1 c,12.5,6.85
TYC 2187-512-1 b,12.5,0.5
TYC 3318-01333-1 b,13.1,5.9
TYC 3667-1280-1 b,12.8,6.26
TYC 4282-00605-1 b,12.4,16.21
Teegarden's Star b,1.02,0.11
Teegarden's Star c,1.04,0.11
V830 Tau b,14,2
WASP-107 c,13.2,0.67
WASP-148 c,13.9,0.91
WASP-41 c,13.1,0.87
WASP-47 c,13.5,1.14
WASP-8 c,12.5,0.99
WASP-94 B b,14.1,1.35
Wolf 1061 b,1.21,0.31
Wolf 1061 c,1.66,0.31
Wolf 1061 d,2.69,0.31
Wolf 1069 b,1.08,0.18
XO-2 S b,10.9,1
XO-2 S c,13.6,1.02
YZ Cet b,0.913,0.16
YZ Cet c,1.05,0.16
YZ Cet d,1.03,0.16
alf Ari b,13.4,13.9
alf Tau b,12.7,45.1
bet Cnc b,12.6,47.2
bet Pic c,12.5,2.01
bet UMi b,12.7,38.3
eps CrB b,12.7,21
eps Eri b,14.1,0.76
eps Ind A b,13.1,0.78
eps Tau b,12.6,13.7
gam Cep b,12.5,4.9
gam Lib b,13.8,11.1
gam Lib c,12.9,11.1
gam Psc b,13.6,11.2
gam1 Leo b,12.5,31.88
iot Dra b,12.4,11.79
iot Dra c,12.2,11.79
kap CrB b,13.4,4.71
mu Leo b,13.3,11.4
nu Oct A b,13.3,5.81
nu Oph b,12,14.6
nu Oph c,12,14.6
ome Ser b,13.5,12.3
omi CrB b,13.6,10.5
omi UMa b,13,14.1
pi Men d,3.72,1.19
psi1 Dra B b,13.5,1.26
rho CrB b,13.7,1.35
rho CrB c,5.78,1.35
rho CrB d,4.94,1.35
rho CrB e,1.77,1.35
tau Boo b,12.8,1.43
tau Cet e,1.81,0.83
tau Cet f,1.81,0.83
tau Cet g,1.18,0.83
tau Cet h,1.19,0.83
tau Gem b,12.1,26.8
ups And b,14,1.56
ups And c,12.3,1.56
ups And d,12.5,1.56
ups Leo b,14.2,11.22
xi Aql b,13.2,12
