K2-384 d,1.392,0.35
K2-384 e,1.345,0.35
K2-384 f,2.222,0.35
K2-385 b,1.539,0.76
K2-386 b,2.32,0.97
K2-387 b,7.322,0.59
K2-388 b,3.66,0.9
K2-389 b,2.184,1.08
K2-389 c,2.04,1.08
K2-39 b,6.277,2.97
K2-390 b,4.662,0.97
K2-391 b,1.371,0.57
K2-392 b,1.85,1.06
K2-393 b,2.352,1.07
K2-394 b,1.692,0.63
K2-395 b,2.597,0.78
K2-395 c,3.395,0.78
K2-396 b,1.579,0.92
K2-396 c,3.124,0.92
K2-397 b,2.417,0.97
K2-398 b,2.274,1.24
K2-398 c,5.098,1.24
K2-399 b,6.049,1.54
K2-4 b,2.1,0.57
K2-400 b,1.163,0.38
K2-401 b,2.262,0.68
K2-402 b,2.678,1.28
K2-403 b,5.333,0.89
K2-404 b,2.53,0.55
K2-405 b,4.569,0.77
K2-406 b,4.602,0.96
K2-407 b,1.283,0.93
K2-407 c,1.36,0.93
K2-408 b,1.677,0.78
K2-409 b,2.482,1.23
K2-411 b,0.99,1.38
K2-412 b,2.116,0.98
K2-413 b,0.76,0.7
K2-413 c,1.233,0.7
K2-414 b,1.219,0.73
K2-414 c,1.929,0.73
K2-415 b,1.015,0.2
K2-416 b,2.66,0.55
K2-417 b,3.31,0.58
K2-42 b,2.15,0.64
K2-43 b,4.51,0.54
K2-43 c,2.42,0.54
K2-44 b,2.433,1.58
K2-45 b,6.71,0.45
K2-46 b,2.05,1.29
K2-47 b,1.89,0.76
K2-48 b,2.24,0.73
K2-49 b,1.93,0.45
K2-5 b,1.91,0.57
K2-5 c,2.26,0.57
K2-50 b,1.59,0.55
K2-52 b,18,2.19
K2-53 b,2.6,0.81
K2-54 b,1.15,0.38
K2-55 b,3.82,0.63
K2-57 b,2.1,0.62
K2-58 b,2.68,0.86
K2-58 c,1.62,0.86
K2-58 d,1.71,0.86
K2-59 b,2.41,0.73
K2-59 c,2.3,0.73
K2-6 b,2.5,0.96
K2-60 b,7.656,1.12
K2-61 b,2.48,1.36
K2-62 b,2.14,0.73
K2-62 c,2.14,0.73
K2-63 b,3.22,1.63
K2-63 c,3.9,1.63
K2-64 b,2.07,0.73
K2-65 b,1.58,0.84
K2-66 b,2.49,1.67
K2-68 b,1.58,0.68
K2-69 b,2.32,0.49
K2-7 b,2.67,0.96
K2-70 b,2.89,0.93
K2-71 b,2.15,0.43
K2-72 b,1.08,0.33
K2-72 c,1.16,0.33
K2-72 d,1.01,0.33
K2-72 e,1.29,0.33
K2-73 b,2.45,1.06
K2-74 b,2.31,0.98
K2-75 b,2.67,1.56
